text,token,emoji,sentiment
Lunch in #Amsterdam away from the mass tourists that have invaded so quickly during the #COVID19 pandemic ! #travel https://t.co/DBCPWA0Ao9,lunch in #amsterdam away from the mass tourists that have invaded so quickly during the #covid19 pandemic ! #travel ,FALSE,Neutral
"We've captured a snapshot of the amazing VCSE response to the #COVID19 pandemic in Salford. 

We want to say thank… https://t.co/kPum9Ajq72",we've captured a snapshot of the amazing vcse response to the #covid19 pandemic in salford.   we want to say thank… ,FALSE,Positive
"About 22,000 nonprofits will eventually close their doors for good as a result of the current economic crisis, acco… https://t.co/2PSnJgFVfd","about 22,000 nonprofits will eventually close their doors for good as a result of the current economic crisis, acco… ",FALSE,Negative
Punjab Govt Warns People Not to Click on Any URL Circulated via SMS/WhatsApp Claiming COVID-19 Relief Package of Rs… https://t.co/tOVrae0N2V,punjab govt warns people not to click on any url circulated via sms/whatsapp claiming covid-19 relief package of rs… ,FALSE,Negative
The worst type of spread. #COVID19 #COVIDー19 #COVIDIOTS https://t.co/zyhtCU0A4B,the worst type of spread. #covid19 #covidー19 #covidiots ,FALSE,Negative
"Wells Fargo Tightens Purse Strings to Ride Out Coronavirus Pandemic 

READ MORE: https://t.co/c86mzwRrnK

#cdc… https://t.co/TJIxxLyVhQ",wells fargo tightens purse strings to ride out coronavirus pandemic   read more:   #cdc… ,FALSE,Positive
"This is a really informative and interesting 🧵. Lots to think about, especially if you have school age kids.… https://t.co/hBee6ZGnYA","this is a really informative and interesting 🧵. lots to think about, especially if you have school age kids.… ",TRUE,Positive
"@travellerboxers Agreed !!  💯% 
 But why I mean, what exactly was his problem with travellers ❤️
 He needs educatin… https://t.co/TdlxiJKpCV","@travellerboxers agreed !!  💯%   but why i mean, what exactly was his problem with travellers ❤️  he needs educatin… ",TRUE,Negative
"Veteran Affairs reports 252 new cases and 13 new deaths bringing total confirmed cases there to 35,563 and 1,980 to… https://t.co/92FnCL6EVR","veteran affairs reports 252 new cases and 13 new deaths bringing total confirmed cases there to 35,563 and 1,980 to… ",FALSE,Neutral
Irish home / commercial building model is the perfect breathing groung for the #COVID19  virus. Each trade is treat… https://t.co/YNyXtWrnCC,irish home / commercial building model is the perfect breathing groung for the #covid19  virus. each trade is treat… ,FALSE,Positive
"""Think-piece on Gender and Climate Change in the context of #COVID19""

https://t.co/BJE2s3WtG7

@parimitaenergy… https://t.co/cVGpy53RNK","""think-piece on gender and climate change in the context of #covid19""    @parimitaenergy… ",FALSE,Neutral
"#Leicestershire residents – if you develop any #Covid19 symptoms, even mild ones, book a test immediately at… https://t.co/Nmz8sJORJp","#leicestershire residents – if you develop any #covid19 symptoms, even mild ones, book a test immediately at… ",FALSE,Neutral
I’m emotionally exhausted find my way coming soon ‼️#my200vsbutch200 #royalehightrades #alreadyvideo #MTVHotttest… https://t.co/LsqaRfGoAn,i’m emotionally exhausted find my way coming soon ‼️#my200vsbutch200 #royalehightrades #alreadyvideo #mtvhotttest… ,TRUE,Negative
"Actor @VishalKOfficial and his father Mr. GK Reddy tested positive for #Covid19 a couple of weeks ago.

#Vishal's f… https://t.co/6kk3mBMcIQ",actor @vishalkofficial and his father mr. gk reddy tested positive for #covid19 a couple of weeks ago.  #vishal's f… ,FALSE,Positive
Just imagine...going back to sitting on an average of nearly 6.2 DAYS / year in the car in standstill traffic in Lo… https://t.co/kReiLNFqav,just imagine...going back to sitting on an average of nearly 6.2 days / year in the car in standstill traffic in lo… ,FALSE,Neutral
"Global fatalities chart for the last 24 hours..#COVID19 

1. Bolsonaro
2. Trump
3. Modi https://t.co/D7BHp4xEE3",global fatalities chart for the last 24 hours..#covid19   1. bolsonaro 2. trump 3. modi ,FALSE,Negative
"You don't drown by falling into a river, but by staying submerged in it.

#facts #SaturdayMotivation #truth… https://t.co/Cl9uVqkTUK","you don't drown by falling into a river, but by staying submerged in it.  #facts #saturdaymotivation #truth… ",FALSE,Positive
#COVID19:  #UttarPradesh CM @myogiadityanath directs officials to enhance #COVID-19 testing capacity to one lakh te… https://t.co/k67oJRG3Q8,#covid19:  #uttarpradesh cm @myogiadityanath directs officials to enhance #covid-19 testing capacity to one lakh te… ,FALSE,Neutral
"Sounds like Plandemic is about to get a second life. Here’s a thread from it’s first run, that debunks its major cl… https://t.co/uGOPrGxbCp","sounds like plandemic is about to get a second life. here’s a thread from it’s first run, that debunks its major cl… ",FALSE,Positive
"@princesscaro85 @NVGOP @marquezjesso @andylukechoi @FlocchiniAmanda @LaCubanaMisfit You should know better. Trump,… https://t.co/mEmjKjB4eN","@princesscaro85 @nvgop @marquezjesso @andylukechoi @flocchiniamanda @lacubanamisfit you should know better. trump,… ",FALSE,Positive
"For me, someone who has been affected by social anxiety, wearing a face mask is amazing. I feel slightly hidden fro… https://t.co/t5zBRcraUp","for me, someone who has been affected by social anxiety, wearing a face mask is amazing. i feel slightly hidden fro… ",FALSE,Negative
@badbitchinaz I’d pay the Republicans to leave America #VoteBlue2020 #VoteForBiden #VoteBlueToEndThisNightmare… https://t.co/bGRMueT7WS,@badbitchinaz i’d pay the republicans to leave america #voteblue2020 #voteforbiden #votebluetoendthisnightmare… ,FALSE,Negative
Vietnam’s high level of preparedness to prevent Covid-19 spread: Deputy PM #Vietnam #covid19 #coronavirus #ncov… https://t.co/H2hJRzkEZl,vietnam’s high level of preparedness to prevent covid-19 spread: deputy pm #vietnam #covid19 #coronavirus #ncov… ,FALSE,Positive
@KGeorgieva @Lenin You're totally wrong. Ecuador is the Latin American country with the most causable mortality wit… https://t.co/w1xlNgLeSJ,@kgeorgieva @lenin you're totally wrong. ecuador is the latin american country with the most causable mortality wit… ,FALSE,Negative
"@CBCTheHouse @PattyHajdu @CochraneCBC #Covid19 Fatigue, people in front lines we cannot replace,  that is #Fatigue!… https://t.co/8pk0Vik8gX","@cbcthehouse @pattyhajdu @cochranecbc #covid19 fatigue, people in front lines we cannot replace,  that is #fatigue!… ",FALSE,Negative
We provided a North Devon tourist attraction with a digital #twowayradio solution even before #COVID19 struck. As w… https://t.co/kLwJHahlkq,we provided a north devon tourist attraction with a digital #twowayradio solution even before #covid19 struck. as w… ,FALSE,Negative
Mask Print #1 (Londoners Wear Masks) https://t.co/N1zwBuf1No #MaskUp #mask #Masks #MaskMoaners #COVID19 #COVIDー19… https://t.co/W7uBNQomP2,mask print #1 (londoners wear masks)  #maskup #mask #masks #maskmoaners #covid19 #covidー19… ,FALSE,Neutral
"#RepublicansForBidenNow #COVID19 
Republican Group Uses Trump's Own Words Against Him In Searing Swing-State Ad… https://t.co/9fhivsvvHf",#republicansforbidennow #covid19  republican group uses trump's own words against him in searing swing-state ad… ,FALSE,Neutral
@SkyNews Of course it's #COVID19 and absolutely nothing to do with this diabolical government who had almost triple… https://t.co/7JnGp3JLZW,@skynews of course it's #covid19 and absolutely nothing to do with this diabolical government who had almost triple… ,FALSE,Neutral
I had the opportunity to discuss the legacy of mistrust that Black communities have towards the medical community a… https://t.co/6EBJDIzuZT,i had the opportunity to discuss the legacy of mistrust that black communities have towards the medical community a… ,FALSE,Positive
How about everyone can spread #COVID19. Another study not accurate! https://t.co/8h5OC3AzYq,how about everyone can spread #covid19. another study not accurate! ,FALSE,Neutral
"Learning is fun, interesting and surprisingly quite easy. Let’s join WLF Nigeria Ambassadors to promote learning a… https://t.co/rj1wtaf3uV","learning is fun, interesting and surprisingly quite easy. let’s join wlf nigeria ambassadors to promote learning a… ",FALSE,Positive
Today's the day for #TheBigSpend to buy local &amp; support our #COVID19 rebuilding process. Shop at a local small busi… https://t.co/4xXcPttzqg,today's the day for #thebigspend to buy local &amp; support our #covid19 rebuilding process. shop at a local small busi… ,FALSE,Positive
"@realDonaldTrump You mean you actually did your JOB after almost 4 years of dodging it?

I don’t get thanked for do… https://t.co/gZcEljJQp5",@realdonaldtrump you mean you actually did your job after almost 4 years of dodging it?  i don’t get thanked for do… ,FALSE,Negative
#TravelTuesday #COVID19 *Excellent data charts which map how CV is progressing through our societies. They are also… https://t.co/TswUuwfSWY,#traveltuesday #covid19 *excellent data charts which map how cv is progressing through our societies. they are also… ,FALSE,Neutral
"@HouseofBobber @SmithWinstona @BlackManOfKAG @cangal21 What a coincidence, influenza cases are unusually down.… https://t.co/UCeqTLOtIF","@houseofbobber @smithwinstona @blackmanofkag @cangal21 what a coincidence, influenza cases are unusually down.… ",FALSE,Neutral
"7813 new positive #COVID19 cases reported in #AndhraPradesh from last 24hours 

#APFightsCorona #StayHome https://t.co/MkpUtMvtyZ",7813 new positive #covid19 cases reported in #andhrapradesh from last 24hours   #apfightscorona #stayhome ,FALSE,Positive
"(1) Two quick estimates of the Arizona post apex recovery rate:

7/03:  3,849 7d avg Peak #COVID19 Confirmed Cases… https://t.co/Tsi7BpsqJQ","(1) two quick estimates of the arizona post apex recovery rate:  7/03:  3,849 7d avg peak #covid19 confirmed cases… ",FALSE,Neutral
"#AR State Sen. Jason Rapert Preached at a Mask-Free Church; Now He Has COVID https://t.co/J9rcqicIHc 
I'm sorry--is… https://t.co/A6dvDYcP7i",#ar state sen. jason rapert preached at a mask-free church; now he has covid   i'm sorry--is… ,FALSE,Neutral
Trump hates looking like a loser — right now he looks like one of the biggest losers in U.S. history: op-ed… https://t.co/5W9ybguQuX,trump hates looking like a loser — right now he looks like one of the biggest losers in u.s. history: op-ed… ,FALSE,Negative
You want to cheat in WAEC which are you carrying #BBNajia #COVID19 #TachaDanceChallange #SayNoToNipostFee… https://t.co/4sEtgTAPNY,you want to cheat in waec which are you carrying #bbnajia #covid19 #tachadancechallange #saynotonipostfee… ,FALSE,Negative
"#Kerala Private hospitals #covid treatment rates in ₹
General Ward 2300
HDU 3300
ICU 6500
ICU ventilator 11,500
In… https://t.co/NWgix2xAUj","#kerala private hospitals #covid treatment rates in ₹ general ward 2300 hdu 3300 icu 6500 icu ventilator 11,500 in… ",FALSE,Neutral
"Due to the epidemic I'm giving $80 - $1000 to any person out there looking, it might not be able to go round but i… https://t.co/BfX03CbW6F","due to the epidemic i'm giving $80 - $1000 to any person out there looking, it might not be able to go round but i… ",FALSE,Positive
@JoeBiden What fight is the creepy and delusional basement dweller referring to? The only battle is keeping… https://t.co/gD8rzRpSc5,@joebiden what fight is the creepy and delusional basement dweller referring to? the only battle is keeping… ,FALSE,Negative
"395 new cases and 3 new deaths in Uzbekistan 

[13:22 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",395 new cases and 3 new deaths in uzbekistan   [13:22 gmt] #coronavirus #coronavirusupdate #covid19 #coronaviruspandemic,FALSE,Neutral
"#BIGNEWS: #Rajasthan Governor Kalraj Mishra appeals to all #COVID19 recovered patients to donate their plasma, says… https://t.co/oNsDHDdaYG","#bignews: #rajasthan governor kalraj mishra appeals to all #covid19 recovered patients to donate their plasma, says… ",FALSE,Neutral
"“Until the day we have a medical vaccine, food is the best vaccine against chaos.”  - @WFPChief David Beasley. 

Am… https://t.co/pEYhGxDRPN","“until the day we have a medical vaccine, food is the best vaccine against chaos.”  - @wfpchief david beasley.   am… ",FALSE,Positive
In Nigeria hapless and unfortunate citizens are taxed ever increasing tariffs for these things. Even without lettin… https://t.co/860upMqDYV,in nigeria hapless and unfortunate citizens are taxed ever increasing tariffs for these things. even without lettin… ,FALSE,Negative
"Your friendly weekend reminder that COVID didn’t go away because you got bored. 

#wearamask #covid #covid19… https://t.co/5Xjoivu9Ze",your friendly weekend reminder that covid didn’t go away because you got bored.   #wearamask #covid #covid19… ,FALSE,Negative
